pkSeqID,stime,flgs,proto,saddr,sport,daddr,dport,pkts,bytes,state,ltime,seq,dur,mean,stddev,smac,dmac,sum,min,max,soui,doui,sco,dco,spkts,dpkts,sbytes,dbytes,rate,srate,drate,attack,category,subcategory 
334,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,17877,2,120,RST,1526344333,429,2.70E-05,2.70E-05,0,,,2.70E-05,2.70E-05,2.70E-05,,,,,1,1,60,60,37037.03516,0,0,1,Reconnaissance,Service_Scan
335,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3006,2,120,RST,1526344333,430,6.70E-05,6.70E-05,0,,,6.70E-05,6.70E-05,6.70E-05,,,,,1,1,60,60,14925.37305,0,0,1,Reconnaissance,Service_Scan
336,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3659,2,120,RST,1526344333,431,6.30E-05,6.30E-05,0,,,6.30E-05,6.30E-05,6.30E-05,,,,,1,1,60,60,15873.01563,0,0,1,Reconnaissance,Service_Scan
337,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1687,2,120,RST,1526344333,432,5.70E-05,5.70E-05,0,,,5.70E-05,5.70E-05,5.70E-05,,,,,1,1,60,60,17543.85938,0,0,1,Reconnaissance,Service_Scan
338,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,4899,2,120,RST,1526344333,433,8.70E-05,8.70E-05,0,,,8.70E-05,8.70E-05,8.70E-05,,,,,1,1,60,60,11494.25293,0,0,1,Reconnaissance,Service_Scan
339,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1666,2,120,RST,1526344333,434,5.30E-05,5.30E-05,0,,,5.30E-05,5.30E-05,5.30E-05,,,,,1,1,60,60,18867.92383,0,0,1,Reconnaissance,Service_Scan
340,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,4446,2,120,RST,1526344333,435,8.20E-05,8.20E-05,0,,,8.20E-05,8.20E-05,8.20E-05,,,,,1,1,60,60,12195.12207,0,0,1,Reconnaissance,Service_Scan
341,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,999,2,120,RST,1526344333,436,8.30E-05,8.30E-05,0,,,8.30E-05,8.30E-05,8.30E-05,,,,,1,1,60,60,12048.19336,0,0,1,Reconnaissance,Service_Scan
342,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2288,2,120,RST,1526344333,437,5.40E-05,5.40E-05,0,,,5.40E-05,5.40E-05,5.40E-05,,,,,1,1,60,60,18518.51758,0,0,1,Reconnaissance,Service_Scan
343,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,161,2,120,RST,1526344333,438,5.90E-05,5.90E-05,0,,,5.90E-05,5.90E-05,5.90E-05,,,,,1,1,60,60,16949.15234,0,0,1,Reconnaissance,Service_Scan
344,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3800,2,120,RST,1526344333,439,5.40E-05,5.40E-05,0,,,5.40E-05,5.40E-05,5.40E-05,,,,,1,1,60,60,18518.51758,0,0,1,Reconnaissance,Service_Scan
345,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,7070,2,120,RST,1526344333,440,0.000105,0.000105,0,,,0.000105,0.000105,0.000105,,,,,1,1,60,60,9523.80957,0,0,1,Reconnaissance,Service_Scan
346,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,8086,2,120,RST,1526344333,441,1.00E-05,1.00E-05,0,,,1.00E-05,1.00E-05,1.00E-05,,,,,1,1,60,60,100000,0,0,1,Reconnaissance,Service_Scan
347,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,11111,2,120,RST,1526344333,442,2.00E-05,2.00E-05,0,,,2.00E-05,2.00E-05,2.00E-05,,,,,1,1,60,60,50000,0,0,1,Reconnaissance,Service_Scan
348,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,8654,2,120,RST,1526344333,443,7.60E-05,7.60E-05,0,,,7.60E-05,7.60E-05,7.60E-05,,,,,1,1,60,60,13157.89551,0,0,1,Reconnaissance,Service_Scan
349,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1434,2,120,RST,1526344333,444,6.90E-05,6.90E-05,0,,,6.90E-05,6.90E-05,6.90E-05,,,,,1,1,60,60,14492.75293,0,0,1,Reconnaissance,Service_Scan
350,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3322,2,120,RST,1526344333,445,6.70E-05,6.70E-05,0,,,6.70E-05,6.70E-05,6.70E-05,,,,,1,1,60,60,14925.37305,0,0,1,Reconnaissance,Service_Scan
351,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,7676,2,120,RST,1526344333,446,6.10E-05,6.10E-05,0,,,6.10E-05,6.10E-05,6.10E-05,,,,,1,1,60,60,16393.44336,0,0,1,Reconnaissance,Service_Scan
352,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9000,2,120,RST,1526344333,447,6.10E-05,6.10E-05,0,,,6.10E-05,6.10E-05,6.10E-05,,,,,1,1,60,60,16393.44336,0,0,1,Reconnaissance,Service_Scan
353,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1028,2,120,RST,1526344333,448,0.000132,0.000132,0,,,0.000132,0.000132,0.000132,,,,,1,1,60,60,7575.757324,0,0,1,Reconnaissance,Service_Scan
354,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2998,2,120,RST,1526344333,449,0.000134,0.000134,0,,,0.000134,0.000134,0.000134,,,,,1,1,60,60,7462.686523,0,0,1,Reconnaissance,Service_Scan
355,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5859,2,120,RST,1526344333,450,0.000137,0.000137,0,,,0.000137,0.000137,0.000137,,,,,1,1,60,60,7299.270508,0,0,1,Reconnaissance,Service_Scan
356,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2005,2,120,RST,1526344333,451,0.000137,0.000137,0,,,0.000137,0.000137,0.000137,,,,,1,1,60,60,7299.270508,0,0,1,Reconnaissance,Service_Scan
357,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1056,2,120,RST,1526344333,452,0.000127,0.000127,0,,,0.000127,0.000127,0.000127,,,,,1,1,60,60,7874.015137,0,0,1,Reconnaissance,Service_Scan
358,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,407,2,120,RST,1526344333,453,0.000127,0.000127,0,,,0.000127,0.000127,0.000127,,,,,1,1,60,60,7874.015137,0,0,1,Reconnaissance,Service_Scan
359,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,10000,2,120,RST,1526344333,454,0.000129,0.000129,0,,,0.000129,0.000129,0.000129,,,,,1,1,60,60,7751.938477,0,0,1,Reconnaissance,Service_Scan
360,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,13782,2,120,RST,1526344333,455,4.90E-05,4.90E-05,0,,,4.90E-05,4.90E-05,4.90E-05,,,,,1,1,60,60,20408.16406,0,0,1,Reconnaissance,Service_Scan
361,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1053,2,120,RST,1526344333,456,7.30E-05,7.30E-05,0,,,7.30E-05,7.30E-05,7.30E-05,,,,,1,1,60,60,13698.62988,0,0,1,Reconnaissance,Service_Scan
362,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9999,2,120,RST,1526344333,457,7.30E-05,7.30E-05,0,,,7.30E-05,7.30E-05,7.30E-05,,,,,1,1,60,60,13698.62988,0,0,1,Reconnaissance,Service_Scan
363,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,8001,2,120,RST,1526344333,458,0.000129,0.000129,0,,,0.000129,0.000129,0.000129,,,,,1,1,60,60,7751.938477,0,0,1,Reconnaissance,Service_Scan
364,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,800,2,120,RST,1526344333,459,0.000124,0.000124,0,,,0.000124,0.000124,0.000124,,,,,1,1,60,60,8064.516113,0,0,1,Reconnaissance,Service_Scan
365,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5432,2,120,RST,1526344333,460,0.000129,0.000129,0,,,0.000129,0.000129,0.000129,,,,,1,1,60,60,7751.938477,0,0,1,Reconnaissance,Service_Scan
366,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1042,2,120,RST,1526344333,461,0.00013,0.00013,0,,,0.00013,0.00013,0.00013,,,,,1,1,60,60,7692.307617,0,0,1,Reconnaissance,Service_Scan
367,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3971,2,120,RST,1526344333,462,0.000123,0.000123,0,,,0.000123,0.000123,0.000123,,,,,1,1,60,60,8130.081055,0,0,1,Reconnaissance,Service_Scan
368,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,32773,2,120,RST,1526344333,463,6.80E-05,6.80E-05,0,,,6.80E-05,6.80E-05,6.80E-05,,,,,1,1,60,60,14705.88184,0,0,1,Reconnaissance,Service_Scan
369,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2323,2,120,RST,1526344333,464,6.30E-05,6.30E-05,0,,,6.30E-05,6.30E-05,6.30E-05,,,,,1,1,60,60,15873.01563,0,0,1,Reconnaissance,Service_Scan
370,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,14000,2,120,RST,1526344333,465,0.000115,0.000115,0,,,0.000115,0.000115,0.000115,,,,,1,1,60,60,8695.652344,0,0,1,Reconnaissance,Service_Scan
371,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,100,2,120,RST,1526344333,466,0.000121,0.000121,0,,,0.000121,0.000121,0.000121,,,,,1,1,60,60,8264.462891,0,0,1,Reconnaissance,Service_Scan
372,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,417,2,120,RST,1526344333,467,0.000115,0.000115,0,,,0.000115,0.000115,0.000115,,,,,1,1,60,60,8695.652344,0,0,1,Reconnaissance,Service_Scan
373,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9111,2,120,RST,1526344333,468,0.000116,0.000116,0,,,0.000116,0.000116,0.000116,,,,,1,1,60,60,8620.689453,0,0,1,Reconnaissance,Service_Scan
374,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,58080,2,120,RST,1526344333,469,0.000121,0.000121,0,,,0.000121,0.000121,0.000121,,,,,1,1,60,60,8264.462891,0,0,1,Reconnaissance,Service_Scan
375,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,8082,2,120,RST,1526344333,470,7.20E-05,7.20E-05,0,,,7.20E-05,7.20E-05,7.20E-05,,,,,1,1,60,60,13888.88867,0,0,1,Reconnaissance,Service_Scan
376,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1169,2,120,RST,1526344333,471,6.50E-05,6.50E-05,0,,,6.50E-05,6.50E-05,6.50E-05,,,,,1,1,60,60,15384.61523,0,0,1,Reconnaissance,Service_Scan
377,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,49167,2,120,RST,1526344333,472,6.50E-05,6.50E-05,0,,,6.50E-05,6.50E-05,6.50E-05,,,,,1,1,60,60,15384.61523,0,0,1,Reconnaissance,Service_Scan
378,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1417,2,120,RST,1526344333,473,7.00E-05,7.00E-05,0,,,7.00E-05,7.00E-05,7.00E-05,,,,,1,1,60,60,14285.71387,0,0,1,Reconnaissance,Service_Scan
379,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3071,2,120,RST,1526344333,474,7.00E-05,7.00E-05,0,,,7.00E-05,7.00E-05,7.00E-05,,,,,1,1,60,60,14285.71387,0,0,1,Reconnaissance,Service_Scan
380,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,444,2,120,RST,1526344333,475,6.20E-05,6.20E-05,0,,,6.20E-05,6.20E-05,6.20E-05,,,,,1,1,60,60,16129.03223,0,0,1,Reconnaissance,Service_Scan
381,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,50636,2,120,RST,1526344333,476,6.20E-05,6.20E-05,0,,,6.20E-05,6.20E-05,6.20E-05,,,,,1,1,60,60,16129.03223,0,0,1,Reconnaissance,Service_Scan
382,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1035,2,120,RST,1526344333,477,6.20E-05,6.20E-05,0,,,6.20E-05,6.20E-05,6.20E-05,,,,,1,1,60,60,16129.03223,0,0,1,Reconnaissance,Service_Scan
383,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,8011,2,120,RST,1526344333,478,1.70E-05,1.70E-05,0,,,1.70E-05,1.70E-05,1.70E-05,,,,,1,1,60,60,58823.52734,0,0,1,Reconnaissance,Service_Scan
384,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,65389,2,120,RST,1526344333,479,5.60E-05,5.60E-05,0,,,5.60E-05,5.60E-05,5.60E-05,,,,,1,1,60,60,17857.14258,0,0,1,Reconnaissance,Service_Scan
385,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1782,2,120,RST,1526344333,480,5.90E-05,5.90E-05,0,,,5.90E-05,5.90E-05,5.90E-05,,,,,1,1,60,60,16949.15234,0,0,1,Reconnaissance,Service_Scan
386,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2702,2,120,RST,1526344333,481,1.90E-05,1.90E-05,0,,,1.90E-05,1.90E-05,1.90E-05,,,,,1,1,60,60,52631.58203,0,0,1,Reconnaissance,Service_Scan
387,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2200,2,120,RST,1526344333,482,5.30E-05,5.30E-05,0,,,5.30E-05,5.30E-05,5.30E-05,,,,,1,1,60,60,18867.92383,0,0,1,Reconnaissance,Service_Scan
388,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1658,2,120,RST,1526344333,483,5.50E-05,5.50E-05,0,,,5.50E-05,5.50E-05,5.50E-05,,,,,1,1,60,60,18181.81836,0,0,1,Reconnaissance,Service_Scan
389,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9968,2,120,RST,1526344333,484,5.10E-05,5.10E-05,0,,,5.10E-05,5.10E-05,5.10E-05,,,,,1,1,60,60,19607.84375,0,0,1,Reconnaissance,Service_Scan
390,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,24,2,120,RST,1526344333,485,5.10E-05,5.10E-05,0,,,5.10E-05,5.10E-05,5.10E-05,,,,,1,1,60,60,19607.84375,0,0,1,Reconnaissance,Service_Scan
391,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,4,2,120,RST,1526344333,486,5.20E-05,5.20E-05,0,,,5.20E-05,5.20E-05,5.20E-05,,,,,1,1,60,60,19230.76953,0,0,1,Reconnaissance,Service_Scan
392,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,666,2,120,RST,1526344333,487,2.90E-05,2.90E-05,0,,,2.90E-05,2.90E-05,2.90E-05,,,,,1,1,60,60,34482.75781,0,0,1,Reconnaissance,Service_Scan
393,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,32781,2,120,RST,1526344333,488,5.00E-05,5.00E-05,0,,,5.00E-05,5.00E-05,5.00E-05,,,,,1,1,60,60,20000,0,0,1,Reconnaissance,Service_Scan
394,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5922,2,120,RST,1526344333,489,6.20E-05,6.20E-05,0,,,6.20E-05,6.20E-05,6.20E-05,,,,,1,1,60,60,16129.03223,0,0,1,Reconnaissance,Service_Scan
395,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,60020,2,120,RST,1526344333,490,6.20E-05,6.20E-05,0,,,6.20E-05,6.20E-05,6.20E-05,,,,,1,1,60,60,16129.03223,0,0,1,Reconnaissance,Service_Scan
396,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,8045,2,120,RST,1526344333,491,8.90E-05,8.90E-05,0,,,8.90E-05,8.90E-05,8.90E-05,,,,,1,1,60,60,11235.95508,0,0,1,Reconnaissance,Service_Scan
397,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,8292,2,120,RST,1526344333,492,4.40E-05,4.40E-05,0,,,4.40E-05,4.40E-05,4.40E-05,,,,,1,1,60,60,22727.27344,0,0,1,Reconnaissance,Service_Scan
398,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,7625,2,120,RST,1526344333,493,4.90E-05,4.90E-05,0,,,4.90E-05,4.90E-05,4.90E-05,,,,,1,1,60,60,20408.16406,0,0,1,Reconnaissance,Service_Scan
399,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5087,2,120,RST,1526344333,494,7.70E-05,7.70E-05,0,,,7.70E-05,7.70E-05,7.70E-05,,,,,1,1,60,60,12987.01367,0,0,1,Reconnaissance,Service_Scan
400,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1021,2,120,RST,1526344333,495,7.20E-05,7.20E-05,0,,,7.20E-05,7.20E-05,7.20E-05,,,,,1,1,60,60,13888.88867,0,0,1,Reconnaissance,Service_Scan
401,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5280,2,120,RST,1526344333,496,7.10E-05,7.10E-05,0,,,7.10E-05,7.10E-05,7.10E-05,,,,,1,1,60,60,14084.50684,0,0,1,Reconnaissance,Service_Scan
402,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5009,2,120,RST,1526344333,497,7.10E-05,7.10E-05,0,,,7.10E-05,7.10E-05,7.10E-05,,,,,1,1,60,60,14084.50684,0,0,1,Reconnaissance,Service_Scan
403,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1086,2,120,RST,1526344333,498,0.000125,0.000125,0,,,0.000125,0.000125,0.000125,,,,,1,1,60,60,7999.999512,0,0,1,Reconnaissance,Service_Scan
404,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1040,2,120,RST,1526344333,499,0.000127,0.000127,0,,,0.000127,0.000127,0.000127,,,,,1,1,60,60,7874.015137,0,0,1,Reconnaissance,Service_Scan
405,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1503,2,120,RST,1526344333,500,3.70E-05,3.70E-05,0,,,3.70E-05,3.70E-05,3.70E-05,,,,,1,1,60,60,27027.02539,0,0,1,Reconnaissance,Service_Scan
406,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,4445,2,120,RST,1526344333,501,0.000116,0.000116,0,,,0.000116,0.000116,0.000116,,,,,1,1,60,60,8620.689453,0,0,1,Reconnaissance,Service_Scan
407,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,8007,2,120,RST,1526344333,502,0.000117,0.000117,0,,,0.000117,0.000117,0.000117,,,,,1,1,60,60,8547.008789,0,0,1,Reconnaissance,Service_Scan
408,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,6667,2,120,RST,1526344333,503,4.60E-05,4.60E-05,0,,,4.60E-05,4.60E-05,4.60E-05,,,,,1,1,60,60,21739.13086,0,0,1,Reconnaissance,Service_Scan
409,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,3784,2,120,RST,1526344333,504,0.000206,0.000206,0,,,0.000206,0.000206,0.000206,,,,,1,1,60,60,4854.369141,0,0,1,Reconnaissance,Service_Scan
410,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1187,2,120,RST,1526344333,505,0.000207,0.000207,0,,,0.000207,0.000207,0.000207,,,,,1,1,60,60,4830.917969,0,0,1,Reconnaissance,Service_Scan
411,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1041,2,120,RST,1526344333,506,0.0002,0.0002,0,,,0.0002,0.0002,0.0002,,,,,1,1,60,60,5000,0,0,1,Reconnaissance,Service_Scan
412,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,50001,2,120,RST,1526344333,507,0.000199,0.000199,0,,,0.000199,0.000199,0.000199,,,,,1,1,60,60,5025.125488,0,0,1,Reconnaissance,Service_Scan
413,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9011,2,120,RST,1526344333,508,0.0002,0.0002,0,,,0.0002,0.0002,0.0002,,,,,1,1,60,60,5000,0,0,1,Reconnaissance,Service_Scan
414,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,7496,2,120,RST,1526344333,509,0.0002,0.0002,0,,,0.0002,0.0002,0.0002,,,,,1,1,60,60,5000,0,0,1,Reconnaissance,Service_Scan
415,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,125,2,120,RST,1526344333,510,0.000206,0.000206,0,,,0.000206,0.000206,0.000206,,,,,1,1,60,60,4854.369141,0,0,1,Reconnaissance,Service_Scan
416,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1972,2,120,RST,1526344333,511,0.000193,0.000193,0,,,0.000193,0.000193,0.000193,,,,,1,1,60,60,5181.347168,0,0,1,Reconnaissance,Service_Scan
417,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,49163,2,120,RST,1526344333,512,0.0002,0.0002,0,,,0.0002,0.0002,0.0002,,,,,1,1,60,60,5000,0,0,1,Reconnaissance,Service_Scan
418,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,62078,2,120,RST,1526344333,513,0.0002,0.0002,0,,,0.0002,0.0002,0.0002,,,,,1,1,60,60,5000,0,0,1,Reconnaissance,Service_Scan
419,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,6101,2,120,RST,1526344333,514,0.0002,0.0002,0,,,0.0002,0.0002,0.0002,,,,,1,1,60,60,5000,0,0,1,Reconnaissance,Service_Scan
420,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2381,2,120,RST,1526344333,515,0.000201,0.000201,0,,,0.000201,0.000201,0.000201,,,,,1,1,60,60,4975.124512,0,0,1,Reconnaissance,Service_Scan
421,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,28201,2,120,RST,1526344333,516,0.000136,0.000136,0,,,0.000136,0.000136,0.000136,,,,,1,1,60,60,7352.940918,0,0,1,Reconnaissance,Service_Scan
422,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,6502,2,120,RST,1526344333,517,0.000117,0.000117,0,,,0.000117,0.000117,0.000117,,,,,1,1,60,60,8547.008789,0,0,1,Reconnaissance,Service_Scan
423,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2160,2,120,RST,1526344333,518,0.000135,0.000135,0,,,0.000135,0.000135,0.000135,,,,,1,1,60,60,7407.407715,0,0,1,Reconnaissance,Service_Scan
424,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5101,2,120,RST,1526344333,519,0.000129,0.000129,0,,,0.000129,0.000129,0.000129,,,,,1,1,60,60,7751.938477,0,0,1,Reconnaissance,Service_Scan
425,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,5801,2,120,RST,1526344333,520,0.000136,0.000136,0,,,0.000136,0.000136,0.000136,,,,,1,1,60,60,7352.940918,0,0,1,Reconnaissance,Service_Scan
426,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,49156,2,120,RST,1526344333,521,0.000112,0.000112,0,,,0.000112,0.000112,0.000112,,,,,1,1,60,60,8928.571289,0,0,1,Reconnaissance,Service_Scan
427,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9666,2,120,RST,1526344333,522,0.00013,0.00013,0,,,0.00013,0.00013,0.00013,,,,,1,1,60,60,7692.307617,0,0,1,Reconnaissance,Service_Scan
428,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2038,2,120,RST,1526344333,523,0.00013,0.00013,0,,,0.00013,0.00013,0.00013,,,,,1,1,60,60,7692.307617,0,0,1,Reconnaissance,Service_Scan
429,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,56738,2,120,RST,1526344333,524,0.000111,0.000111,0,,,0.000111,0.000111,0.000111,,,,,1,1,60,60,9009.008789,0,0,1,Reconnaissance,Service_Scan
430,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9502,2,120,RST,1526344333,525,0.000111,0.000111,0,,,0.000111,0.000111,0.000111,,,,,1,1,60,60,9009.008789,0,0,1,Reconnaissance,Service_Scan
431,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2196,2,120,RST,1526344333,526,0.000122,0.000122,0,,,0.000122,0.000122,0.000122,,,,,1,1,60,60,8196.72168,0,0,1,Reconnaissance,Service_Scan
432,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2920,2,120,RST,1526344333,527,0.000127,0.000127,0,,,0.000127,0.000127,0.000127,,,,,1,1,60,60,7874.015137,0,0,1,Reconnaissance,Service_Scan
433,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1213,2,120,RST,1526344333,528,1.80E-05,1.80E-05,0,,,1.80E-05,1.80E-05,1.80E-05,,,,,1,1,60,60,55555.55469,0,0,1,Reconnaissance,Service_Scan
434,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,481,2,120,RST,1526344333,529,2.50E-05,2.50E-05,0,,,2.50E-05,2.50E-05,2.50E-05,,,,,1,1,60,60,40000,0,0,1,Reconnaissance,Service_Scan
435,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2100,2,120,RST,1526344333,530,7.20E-05,7.20E-05,0,,,7.20E-05,7.20E-05,7.20E-05,,,,,1,1,60,60,13888.88867,0,0,1,Reconnaissance,Service_Scan
436,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9,2,120,RST,1526344333,531,6.80E-05,6.80E-05,0,,,6.80E-05,6.80E-05,6.80E-05,,,,,1,1,60,60,14705.88184,0,0,1,Reconnaissance,Service_Scan
437,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,106,2,120,RST,1526344333,532,7.10E-05,7.10E-05,0,,,7.10E-05,7.10E-05,7.10E-05,,,,,1,1,60,60,14084.50684,0,0,1,Reconnaissance,Service_Scan
438,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,9090,2,120,RST,1526344333,533,8.40E-05,8.40E-05,0,,,8.40E-05,8.40E-05,8.40E-05,,,,,1,1,60,60,11904.76172,0,0,1,Reconnaissance,Service_Scan
439,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,83,2,120,RST,1526344333,534,8.40E-05,8.40E-05,0,,,8.40E-05,8.40E-05,8.40E-05,,,,,1,1,60,60,11904.76172,0,0,1,Reconnaissance,Service_Scan
440,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,24444,2,120,RST,1526344333,535,8.90E-05,8.90E-05,0,,,8.90E-05,8.90E-05,8.90E-05,,,,,1,1,60,60,11235.95508,0,0,1,Reconnaissance,Service_Scan
441,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2875,2,120,RST,1526344333,536,8.60E-05,8.60E-05,0,,,8.60E-05,8.60E-05,8.60E-05,,,,,1,1,60,60,11627.90723,0,0,1,Reconnaissance,Service_Scan
442,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,2119,2,120,RST,1526344333,537,8.00E-05,8.00E-05,0,,,8.00E-05,8.00E-05,8.00E-05,,,,,1,1,60,60,12500,0,0,1,Reconnaissance,Service_Scan
443,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,6668,2,120,RST,1526344333,538,8.00E-05,8.00E-05,0,,,8.00E-05,8.00E-05,8.00E-05,,,,,1,1,60,60,12500,0,0,1,Reconnaissance,Service_Scan
444,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1700,2,120,RST,1526344333,539,3.40E-05,3.40E-05,0,,,3.40E-05,3.40E-05,3.40E-05,,,,,1,1,60,60,29411.76367,0,0,1,Reconnaissance,Service_Scan
445,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1,2,120,RST,1526344333,540,5.70E-05,5.70E-05,0,,,5.70E-05,5.70E-05,5.70E-05,,,,,1,1,60,60,17543.85938,0,0,1,Reconnaissance,Service_Scan
446,1526344333,e,tcp,192.168.100.150,36663,192.168.100.3,1935,2,120,RST,1526344333,541,5.70E-05,5.70E-05,0,,,5.70E-05,5.70E-05,5.70E-05,,,,,1,1,60,60,17543.85938,0,0,1,Reconnaissance,Service_Scan
